sequence	number 	id 	treatment_1	treatment_2	treat	day	collection_date	days_since_collection	date	queen	eggs	larva	pupae	adults	active	position	measurement_y2	weight_queen	weight_20adults	final	virus_feeding	year	survivial 
1139	59	H19C	high	control	5	23	30.06.2016	65	03.09.2016	1	85	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1140	60	H20C	high	control	5	23	30.06.2016	65	03.09.2016	1	52	25	0	0	NA	NA	NA	NA	NA	no	no	1	1
1141	1	C1V	control	virus	2	24	30.06.2016	66	04.09.2016	1	64	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1142	2	C2C	control	control	1	24	30.06.2016	66	04.09.2016	1	60	17	0	0	NA	NA	NA	NA	NA	no	no	1	1
1143	3	C3C	control	control	1	24	30.06.2016	66	04.09.2016	1	61	10	0	0	NA	NA	NA	NA	NA	no	no	1	1
1144	4	C4V	control	virus	2	24	30.06.2016	66	04.09.2016	1	37	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1145	5	C5V	control	virus	2	24	30.06.2016	66	04.09.2016	1	67	14	0	0	NA	NA	NA	NA	NA	no	no	1	1
1146	6	C6C	control	control	1	24	30.06.2016	66	04.09.2016	1	65	17	0	0	NA	NA	NA	NA	NA	no	no	1	1
1147	7	C7C	control	control	1	24	30.06.2016	66	04.09.2016	1	60	17	0	0	NA	NA	NA	NA	NA	no	no	1	1
1148	8	C8V	control	virus	2	24	30.06.2016	66	04.09.2016	1	95	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
1149	9	C9C	control	control	1	24	30.06.2016	66	04.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
1150	10	C10C	control	control	1	24	30.06.2016	66	04.09.2016	1	72	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1151	11	C11V	control	virus	2	24	30.06.2016	66	04.09.2016	1	76	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1152	12	C12C	control	control	1	24	30.06.2016	66	04.09.2016	1	85	22	0	0	NA	NA	NA	NA	NA	no	no	1	0
1153	13	C13V	control	virus	2	24	30.06.2016	66	04.09.2016	1	18	18	2	0	NA	NA	NA	NA	NA	no	no	1	1
1154	14	C14C	control	control	1	24	30.06.2016	66	04.09.2016	1	67	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1155	15	C15V	control	virus	2	24	30.06.2016	66	04.09.2016	1	73	20	0	0	NA	NA	NA	NA	NA	no	no	1	0
1156	16	C16V	control	virus	2	24	30.06.2016	66	04.09.2016	1	34	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1157	17	C17V	control	virus	2	24	30.06.2016	66	04.09.2016	1	77	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1158	18	C18V	control	virus	2	24	30.06.2016	66	04.09.2016	1	64	37	0	0	NA	NA	NA	NA	NA	no	no	1	1
1159	19	C19C	control	control	1	24	30.06.2016	66	04.09.2016	1	65	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1160	20	C20C	control	control	1	24	30.06.2016	66	04.09.2016	1	61	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1161	21	L1V	low	virus	4	24	30.06.2016	66	04.09.2016	1	68	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1162	22	L2V	low	virus	4	24	30.06.2016	66	04.09.2016	1	67	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1163	23	L3C	low	control	3	24	30.06.2016	66	04.09.2016	1	74	17	0	0	NA	NA	NA	NA	NA	no	no	1	0
1164	24	L4C	low	control	3	24	30.06.2016	66	04.09.2016	1	31	29	0	0	NA	NA	NA	NA	NA	no	no	1	1
1165	25	L5V	low	virus	4	24	30.06.2016	66	04.09.2016	1	59	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1166	26	L6C	low	control	3	24	30.06.2016	66	04.09.2016	1	48	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1167	27	L7C	low	control	3	24	30.06.2016	66	04.09.2016	1	98	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1168	28	L8C	low	control	3	24	30.06.2016	66	04.09.2016	1	77	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1169	29	L9V	low	virus	4	24	30.06.2016	66	04.09.2016	1	76	15	0	0	NA	NA	NA	NA	NA	no	no	1	1
1170	30	L10V	low	virus	4	24	30.06.2016	66	04.09.2016	1	73	23	0	0	NA	NA	NA	NA	NA	no	no	1	0
1171	31	L11C	low	control	3	24	30.06.2016	66	04.09.2016	1	75	14	0	0	NA	NA	NA	NA	NA	no	no	1	1
1172	32	L12V	low	virus	4	24	30.06.2016	66	04.09.2016	1	37	24	0	0	NA	NA	NA	NA	NA	no	no	1	1
1173	33	L13V	low	virus	4	24	30.06.2016	66	04.09.2016	1	95	17	0	0	NA	NA	NA	NA	NA	no	no	1	1
1174	34	L14C	low	control	3	24	30.06.2016	66	04.09.2016	1	71	18	0	0	NA	NA	NA	NA	NA	no	no	1	0
1175	35	L15V	low	virus	4	24	30.06.2016	66	04.09.2016	1	94	13	0	0	NA	NA	NA	NA	NA	no	no	1	1
1176	36	L16V	low	virus	4	24	30.06.2016	66	04.09.2016	1	63	33	0	0	NA	NA	NA	NA	NA	no	no	1	1
1177	37	L17C	low	control	3	24	30.06.2016	66	04.09.2016	1	107	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1178	38	L18C	low	control	3	24	30.06.2016	66	04.09.2016	1	92	15	0	0	NA	NA	NA	NA	NA	no	no	1	1
1179	39	L19C	low	control	3	24	30.06.2016	66	04.09.2016	1	79	28	0	0	NA	NA	NA	NA	NA	no	no	1	1
1180	40	L20V	low	virus	4	24	30.06.2016	66	04.09.2016	1	43	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1181	41	H1V	high	virus	6	24	30.06.2016	66	04.09.2016	1	87	13	0	0	NA	NA	NA	NA	NA	no	no	1	1
1182	42	H2C	high	control	5	24	30.06.2016	66	04.09.2016	1	69	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1183	43	H3V	high	virus	6	24	30.06.2016	66	04.09.2016	1	78	14	0	0	NA	NA	NA	NA	NA	no	no	1	1
1184	44	H4C	high	control	5	24	30.06.2016	66	04.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
1185	45	H5V	high	virus	6	24	30.06.2016	66	04.09.2016	1	49	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1186	46	H6C	high	control	5	24	30.06.2016	66	04.09.2016	1	92	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1187	47	H7C	high	control	5	24	30.06.2016	66	04.09.2016	1	95	15	0	0	NA	NA	NA	NA	NA	no	no	1	1
1188	48	H8V	high	virus	6	24	30.06.2016	66	04.09.2016	1	93	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1189	49	H9V	high	virus	6	24	30.06.2016	66	04.09.2016	1	107	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1190	50	H10C	high	control	5	24	30.06.2016	66	04.09.2016	1	74	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1191	51	H11V	high	virus	6	24	30.06.2016	66	04.09.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1192	52	H12C	high	control	5	24	30.06.2016	66	04.09.2016	1	77	10	0	0	NA	NA	NA	NA	NA	no	no	1	1
1193	53	H13V	high	virus	6	24	30.06.2016	66	04.09.2016	1	67	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1194	54	H14C	high	control	5	24	30.06.2016	66	04.09.2016	1	82	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1195	55	H15V	high	virus	6	24	30.06.2016	66	04.09.2016	1	82	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1196	56	H16C	high	control	5	24	30.06.2016	66	04.09.2016	1	64	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1197	57	H17V	high	virus	6	24	30.06.2016	66	04.09.2016	1	83	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1198	58	H18V	high	virus	6	24	30.06.2016	66	04.09.2016	1	0	1	0	0	NA	NA	NA	NA	NA	no	no	1	0
1199	59	H19C	high	control	5	24	30.06.2016	66	04.09.2016	1	85	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1200	60	H20C	high	control	5	24	30.06.2016	66	04.09.2016	1	52	25	0	0	NA	NA	NA	NA	NA	no	no	1	1
1201	1	C1V	control	virus	2	25	30.06.2016	67	05.09.2016	1	60	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1202	2	C2C	control	control	1	25	30.06.2016	67	05.09.2016	1	58	17	2	0	NA	NA	NA	NA	NA	no	no	1	1
1203	3	C3C	control	control	1	25	30.06.2016	67	05.09.2016	1	63	10	0	0	NA	NA	NA	NA	NA	no	no	1	1
1204	4	C4V	control	virus	2	25	30.06.2016	67	05.09.2016	1	26	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1205	5	C5V	control	virus	2	25	30.06.2016	67	05.09.2016	1	63	11	0	0	NA	NA	NA	NA	NA	no	no	1	1
1206	6	C6C	control	control	1	25	30.06.2016	67	05.09.2016	1	61	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1207	7	C7C	control	control	1	25	30.06.2016	67	05.09.2016	1	60	17	0	0	NA	NA	NA	NA	NA	no	no	1	1
1208	8	C8V	control	virus	2	25	30.06.2016	67	05.09.2016	1	95	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
1209	9	C9C	control	control	1	25	30.06.2016	67	05.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
1210	10	C10C	control	control	1	25	30.06.2016	67	05.09.2016	1	68	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1211	11	C11V	control	virus	2	25	30.06.2016	67	05.09.2016	1	67	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1212	12	C12C	control	control	1	25	30.06.2016	67	05.09.2016	1	78	22	0	0	NA	NA	NA	NA	NA	no	no	1	0
1213	13	C13V	control	virus	2	25	30.06.2016	67	05.09.2016	1	23	14	5	0	NA	NA	NA	NA	NA	no	no	1	1
1214	14	C14C	control	control	1	25	30.06.2016	67	05.09.2016	1	67	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1215	15	C15V	control	virus	2	25	30.06.2016	67	05.09.2016	1	77	20	0	0	NA	NA	NA	NA	NA	no	no	1	0
1216	16	C16V	control	virus	2	25	30.06.2016	67	05.09.2016	1	34	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1217	17	C17V	control	virus	2	25	30.06.2016	67	05.09.2016	1	77	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1218	18	C18V	control	virus	2	25	30.06.2016	67	05.09.2016	1	64	33	0	0	NA	NA	NA	NA	NA	no	no	1	1
1219	19	C19C	control	control	1	25	30.06.2016	67	05.09.2016	1	65	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1220	20	C20C	control	control	1	25	30.06.2016	67	05.09.2016	1	61	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1221	21	L1V	low	virus	4	25	30.06.2016	67	05.09.2016	1	68	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1222	22	L2V	low	virus	4	25	30.06.2016	67	05.09.2016	1	47	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1223	23	L3C	low	control	3	25	30.06.2016	67	05.09.2016	1	70	18	3	0	NA	NA	NA	NA	NA	no	no	1	0
1224	24	L4C	low	control	3	25	30.06.2016	67	05.09.2016	1	24	29	0	0	NA	NA	NA	NA	NA	no	no	1	1
1225	25	L5V	low	virus	4	25	30.06.2016	67	05.09.2016	1	54	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1226	26	L6C	low	control	3	25	30.06.2016	67	05.09.2016	1	43	26	1	0	NA	NA	NA	NA	NA	no	no	1	1
1227	27	L7C	low	control	3	25	30.06.2016	67	05.09.2016	1	97	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1228	28	L8C	low	control	3	25	30.06.2016	67	05.09.2016	1	66	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1229	29	L9V	low	virus	4	25	30.06.2016	67	05.09.2016	1	64	15	0	0	NA	NA	NA	NA	NA	no	no	1	1
1230	30	L10V	low	virus	4	25	30.06.2016	67	05.09.2016	1	55	23	0	0	NA	NA	NA	NA	NA	no	no	1	0
1231	31	L11C	low	control	3	25	30.06.2016	67	05.09.2016	1	65	13	1	0	NA	NA	NA	NA	NA	no	no	1	1
1232	32	L12V	low	virus	4	25	30.06.2016	67	05.09.2016	1	17	24	0	0	NA	NA	NA	NA	NA	no	no	1	1
1233	33	L13V	low	virus	4	25	30.06.2016	67	05.09.2016	1	86	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1234	34	L14C	low	control	3	25	30.06.2016	67	05.09.2016	1	60	17	1	0	NA	NA	NA	NA	NA	no	no	1	0
1235	35	L15V	low	virus	4	25	30.06.2016	67	05.09.2016	1	75	14	0	0	NA	NA	NA	NA	NA	no	no	1	1
1236	36	L16V	low	virus	4	25	30.06.2016	67	05.09.2016	1	53	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1237	37	L17C	low	control	3	25	30.06.2016	67	05.09.2016	1	112	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1238	38	L18C	low	control	3	25	30.06.2016	67	05.09.2016	1	74	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1239	39	L19C	low	control	3	25	30.06.2016	67	05.09.2016	1	63	28	0	0	NA	NA	NA	NA	NA	no	no	1	1
1240	40	L20V	low	virus	4	25	30.06.2016	67	05.09.2016	1	36	19	4	0	NA	NA	NA	NA	NA	no	no	1	1
1241	41	H1V	high	virus	6	25	30.06.2016	67	05.09.2016	1	97	13	0	0	NA	NA	NA	NA	NA	no	no	1	1
1242	42	H2C	high	control	5	25	30.06.2016	67	05.09.2016	1	58	24	0	0	NA	NA	NA	NA	NA	no	no	1	1
1243	43	H3V	high	virus	6	25	30.06.2016	67	05.09.2016	1	60	17	0	0	NA	NA	NA	NA	NA	no	no	1	1
1244	44	H4C	high	control	5	25	30.06.2016	67	05.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
1245	45	H5V	high	virus	6	25	30.06.2016	67	05.09.2016	1	48	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1246	46	H6C	high	control	5	25	30.06.2016	67	05.09.2016	1	84	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1247	47	H7C	high	control	5	25	30.06.2016	67	05.09.2016	1	95	15	0	0	NA	NA	NA	NA	NA	no	no	1	1
1248	48	H8V	high	virus	6	25	30.06.2016	67	05.09.2016	1	105	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1249	49	H9V	high	virus	6	25	30.06.2016	67	05.09.2016	1	105	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1250	50	H10C	high	control	5	25	30.06.2016	67	05.09.2016	1	56	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1251	51	H11V	high	virus	6	25	30.06.2016	67	05.09.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1252	52	H12C	high	control	5	25	30.06.2016	67	05.09.2016	1	57	12	0	0	NA	NA	NA	NA	NA	no	no	1	1
1253	53	H13V	high	virus	6	25	30.06.2016	67	05.09.2016	1	28	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1254	54	H14C	high	control	5	25	30.06.2016	67	05.09.2016	1	72	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1255	55	H15V	high	virus	6	25	30.06.2016	67	05.09.2016	1	69	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1256	56	H16C	high	control	5	25	30.06.2016	67	05.09.2016	1	51	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1257	57	H17V	high	virus	6	25	30.06.2016	67	05.09.2016	1	76	18	1	0	NA	NA	NA	NA	NA	no	no	1	1
1258	58	H18V	high	virus	6	25	30.06.2016	67	05.09.2016	1	0	1	0	0	NA	NA	NA	NA	NA	no	no	1	0
1259	59	H19C	high	control	5	25	30.06.2016	67	05.09.2016	1	85	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1260	60	H20C	high	control	5	25	30.06.2016	67	05.09.2016	1	52	25	0	0	NA	NA	NA	NA	NA	no	no	1	1
1261	1	C1V	control	virus	2	26	30.06.2016	68	06.09.2016	1	55	18	2	0	NA	NA	NA	NA	NA	no	no	1	1
1262	2	C2C	control	control	1	26	30.06.2016	68	06.09.2016	1	42	21	2	0	NA	NA	NA	NA	NA	no	no	1	1
1263	3	C3C	control	control	1	26	30.06.2016	68	06.09.2016	1	57	10	0	0	NA	NA	NA	NA	NA	no	no	1	1
1264	4	C4V	control	virus	2	26	30.06.2016	68	06.09.2016	1	21	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1265	5	C5V	control	virus	2	26	30.06.2016	68	06.09.2016	1	60	11	0	0	NA	NA	NA	NA	NA	no	no	1	1
1266	6	C6C	control	control	1	26	30.06.2016	68	06.09.2016	1	48	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1267	7	C7C	control	control	1	26	30.06.2016	68	06.09.2016	1	52	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1268	8	C8V	control	virus	2	26	30.06.2016	68	06.09.2016	1	95	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
1269	9	C9C	control	control	1	26	30.06.2016	68	06.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
1270	10	C10C	control	control	1	26	30.06.2016	68	06.09.2016	1	49	19	1	0	NA	NA	NA	NA	NA	no	no	1	1
1271	11	C11V	control	virus	2	26	30.06.2016	68	06.09.2016	1	54	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1272	12	C12C	control	control	1	26	30.06.2016	68	06.09.2016	1	62	22	0	0	NA	NA	NA	NA	NA	no	no	1	0
1273	13	C13V	control	virus	2	26	30.06.2016	68	06.09.2016	1	23	14	5	0	NA	NA	NA	NA	NA	no	no	1	1
1274	14	C14C	control	control	1	26	30.06.2016	68	06.09.2016	1	57	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1275	15	C15V	control	virus	2	26	30.06.2016	68	06.09.2016	1	63	20	0	0	NA	NA	NA	NA	NA	no	no	1	0
1276	16	C16V	control	virus	2	26	30.06.2016	68	06.09.2016	1	34	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1277	17	C17V	control	virus	2	26	30.06.2016	68	06.09.2016	1	71	25	0	0	NA	NA	NA	NA	NA	no	no	1	1
1278	18	C18V	control	virus	2	26	30.06.2016	68	06.09.2016	1	41	33	0	0	NA	NA	NA	NA	NA	no	no	1	1
1279	19	C19C	control	control	1	26	30.06.2016	68	06.09.2016	1	58	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1280	20	C20C	control	control	1	26	30.06.2016	68	06.09.2016	1	45	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1281	21	L1V	low	virus	4	26	30.06.2016	68	06.09.2016	1	54	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1282	22	L2V	low	virus	4	26	30.06.2016	68	06.09.2016	1	45	21	2	0	NA	NA	NA	NA	NA	no	no	1	1
1283	23	L3C	low	control	3	26	30.06.2016	68	06.09.2016	1	68	18	3	0	NA	NA	NA	NA	NA	no	no	1	0
1284	24	L4C	low	control	3	26	30.06.2016	68	06.09.2016	1	23	29	1	0	NA	NA	NA	NA	NA	no	no	1	1
1285	25	L5V	low	virus	4	26	30.06.2016	68	06.09.2016	1	49	24	0	0	NA	NA	NA	NA	NA	no	no	1	1
1286	26	L6C	low	control	3	26	30.06.2016	68	06.09.2016	1	43	26	1	0	NA	NA	NA	NA	NA	no	no	1	1
1287	27	L7C	low	control	3	26	30.06.2016	68	06.09.2016	1	87	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1288	28	L8C	low	control	3	26	30.06.2016	68	06.09.2016	1	46	21	0	0	NA	NA	NA	NA	NA	no	no	1	1
1289	29	L9V	low	virus	4	26	30.06.2016	68	06.09.2016	1	61	15	0	0	NA	NA	NA	NA	NA	no	no	1	1
1290	30	L10V	low	virus	4	26	30.06.2016	68	06.09.2016	1	42	23	0	0	NA	NA	NA	NA	NA	no	no	1	0
1291	31	L11C	low	control	3	26	30.06.2016	68	06.09.2016	1	52	12	2	0	NA	NA	NA	NA	NA	no	no	1	1
1292	32	L12V	low	virus	4	26	30.06.2016	68	06.09.2016	1	16	24	1	0	NA	NA	NA	NA	NA	no	no	1	1
1293	33	L13V	low	virus	4	26	30.06.2016	68	06.09.2016	1	77	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1294	34	L14C	low	control	3	26	30.06.2016	68	06.09.2016	1	53	20	1	0	NA	NA	NA	NA	NA	no	no	1	0
1295	35	L15V	low	virus	4	26	30.06.2016	68	06.09.2016	1	69	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1296	36	L16V	low	virus	4	26	30.06.2016	68	06.09.2016	1	48	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1297	37	L17C	low	control	3	26	30.06.2016	68	06.09.2016	1	112	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1298	38	L18C	low	control	3	26	30.06.2016	68	06.09.2016	1	58	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1299	39	L19C	low	control	3	26	30.06.2016	68	06.09.2016	1	56	28	0	0	NA	NA	NA	NA	NA	no	no	1	1
1300	40	L20V	low	virus	4	26	30.06.2016	68	06.09.2016	1	36	19	4	0	NA	NA	NA	NA	NA	no	no	1	1
1301	41	H1V	high	virus	6	26	30.06.2016	68	06.09.2016	1	97	13	0	0	NA	NA	NA	NA	NA	no	no	1	1
1302	42	H2C	high	control	5	26	30.06.2016	68	06.09.2016	1	51	23	1	0	NA	NA	NA	NA	NA	no	no	1	1
1303	43	H3V	high	virus	6	26	30.06.2016	68	06.09.2016	1	59	18	0	0	NA	NA	NA	NA	NA	no	no	1	1
1304	44	H4C	high	control	5	26	30.06.2016	68	06.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
1305	45	H5V	high	virus	6	26	30.06.2016	68	06.09.2016	1	42	25	0	0	NA	NA	NA	NA	NA	no	no	1	1
1306	46	H6C	high	control	5	26	30.06.2016	68	06.09.2016	1	78	27	0	0	NA	NA	NA	NA	NA	no	no	1	1
1307	47	H7C	high	control	5	26	30.06.2016	68	06.09.2016	1	84	16	0	0	NA	NA	NA	NA	NA	no	no	1	1
1308	48	H8V	high	virus	6	26	30.06.2016	68	06.09.2016	1	93	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1309	49	H9V	high	virus	6	26	30.06.2016	68	06.09.2016	1	81	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1310	50	H10C	high	control	5	26	30.06.2016	68	06.09.2016	1	47	23	0	0	NA	NA	NA	NA	NA	no	no	1	1
1311	51	H11V	high	virus	6	26	30.06.2016	68	06.09.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1312	52	H12C	high	control	5	26	30.06.2016	68	06.09.2016	1	52	17	0	0	NA	NA	NA	NA	NA	no	no	1	1
1313	53	H13V	high	virus	6	26	30.06.2016	68	06.09.2016	1	27	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1314	54	H14C	high	control	5	26	30.06.2016	68	06.09.2016	1	58	25	0	0	NA	NA	NA	NA	NA	no	no	1	1
1315	55	H15V	high	virus	6	26	30.06.2016	68	06.09.2016	1	53	19	0	0	NA	NA	NA	NA	NA	no	no	1	1
1316	56	H16C	high	control	5	26	30.06.2016	68	06.09.2016	1	45	23	3	0	NA	NA	NA	NA	NA	no	no	1	1
1317	57	H17V	high	virus	6	26	30.06.2016	68	06.09.2016	1	68	15	4	0	NA	NA	NA	NA	NA	no	no	1	1
1318	58	H18V	high	virus	6	26	30.06.2016	68	06.09.2016	1	0	1	0	0	NA	NA	NA	NA	NA	no	no	1	0
1319	59	H19C	high	control	5	26	30.06.2016	68	06.09.2016	1	85	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1320	60	H20C	high	control	5	26	30.06.2016	68	06.09.2016	1	36	28	1	0	NA	NA	NA	NA	NA	no	no	1	1
1321	1	C1V	control	virus	2	27	30.06.2016	69	07.09.2016	1	46	15	6	0	NA	NA	NA	NA	NA	no	no	1	1
1322	2	C2C	control	control	1	27	30.06.2016	69	07.09.2016	1	37	22	2	0	NA	NA	NA	NA	NA	no	no	1	1
1323	3	C3C	control	control	1	27	30.06.2016	69	07.09.2016	1	41	10	0	0	NA	NA	NA	NA	NA	no	no	1	1
1324	4	C4V	control	virus	2	27	30.06.2016	69	07.09.2016	1	15	24	0	0	NA	NA	NA	NA	NA	no	no	1	1
1325	5	C5V	control	virus	2	27	30.06.2016	69	07.09.2016	1	56	11	0	0	NA	NA	NA	NA	NA	no	no	1	1
1326	6	C6C	control	control	1	27	30.06.2016	69	07.09.2016	1	33	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1327	7	C7C	control	control	1	27	30.06.2016	69	07.09.2016	1	35	20	1	0	NA	NA	NA	NA	NA	no	no	1	1
1328	8	C8V	control	virus	2	27	30.06.2016	69	07.09.2016	1	95	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
1329	9	C9C	control	control	1	27	30.06.2016	69	07.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
1330	10	C10C	control	control	1	27	30.06.2016	69	07.09.2016	1	32	18	3	0	NA	NA	NA	NA	NA	no	no	1	1
1331	11	C11V	control	virus	2	27	30.06.2016	69	07.09.2016	1	36	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1332	12	C12C	control	control	1	27	30.06.2016	69	07.09.2016	1	58	26	0	0	NA	NA	NA	NA	NA	no	no	1	0
1333	13	C13V	control	virus	2	27	30.06.2016	69	07.09.2016	1	23	8	2	0	NA	NA	NA	NA	NA	no	no	1	1
1334	14	C14C	control	control	1	27	30.06.2016	69	07.09.2016	1	44	30	0	0	NA	NA	NA	NA	NA	no	no	1	1
1335	15	C15V	control	virus	2	27	30.06.2016	69	07.09.2016	1	48	21	0	0	NA	NA	NA	NA	NA	no	no	1	0
1336	16	C16V	control	virus	2	27	30.06.2016	69	07.09.2016	1	34	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
1337	17	C17V	control	virus	2	27	30.06.2016	69	07.09.2016	1	52	25	0	0	NA	NA	NA	NA	NA	no	no	1	1
1338	18	C18V	control	virus	2	27	30.06.2016	69	07.09.2016	1	28	33	0	0	NA	NA	NA	NA	NA	no	no	1	1
1339	19	C19C	control	control	1	27	30.06.2016	69	07.09.2016	1	45	22	0	0	NA	NA	NA	NA	NA	no	no	1	1
1340	20	C20C	control	control	1	27	30.06.2016	69	07.09.2016	1	34	30	0	0	NA	NA	NA	NA	NA	no	no	1	1
1341	21	L1V	low	virus	4	27	30.06.2016	69	07.09.2016	1	44	20	0	0	NA	NA	NA	NA	NA	no	no	1	1
1342	22	L2V	low	virus	4	27	30.06.2016	69	07.09.2016	1	43	19	4	0	NA	NA	NA	NA	NA	no	no	1	1
1343	23	L3C	low	control	3	27	30.06.2016	69	07.09.2016	1	47	23	3	0	NA	NA	NA	NA	NA	no	no	1	0
1344	24	L4C	low	control	3	27	30.06.2016	69	07.09.2016	1	17	29	1	0	NA	NA	NA	NA	NA	no	no	1	1
1345	25	L5V	low	virus	4	27	30.06.2016	69	07.09.2016	1	42	22	2	0	NA	NA	NA	NA	NA	no	no	1	1
1346	26	L6C	low	control	3	27	30.06.2016	69	07.09.2016	1	43	23	4	0	NA	NA	NA	NA	NA	no	no	1	1
